,X,Y,value
842,15.0,3.0,9.5
843,15.0,4.0,9.5
844,15.0,5.0,9.5
845,15.0,6.0,9.5
846,15.0,7.0,9.5
847,15.0,8.0,9.5
848,15.0,9.0,9.5
849,15.0,10.0,9.5
850,15.0,11.0,9.5
851,15.0,12.0,9.5
852,15.0,13.0,9.5
853,15.0,14.0,9.5
854,15.0,15.0,10.435133320126974
855,15.0,16.0,10.437482589501771
856,15.0,17.0,10.466417292487224
857,15.0,18.0,10.446084093119866
858,15.0,19.0,10.476214347688217
859,15.0,20.0,10.484542764221434
860,15.0,21.0,10.476562731069604
861,15.0,22.0,10.425294658504273
862,15.0,23.0,10.385487227679972
863,15.0,24.0,10.460671815280136
864,15.0,25.0,9.5
865,15.0,26.0,10.454442816914996
866,15.0,27.0,9.5
867,15.0,28.0,9.5
868,15.0,29.0,9.5
869,15.0,30.0,9.5
870,15.0,31.0,9.5
871,15.0,32.0,9.5
872,15.0,33.0,9.5
873,15.0,34.0,9.5
874,15.0,35.0,9.5
875,15.0,36.0,9.5
876,15.0,37.0,9.5
877,15.0,38.0,9.5
878,15.0,39.0,9.5
879,15.0,40.0,9.5
880,15.0,41.0,9.5
881,15.0,42.0,9.5
882,15.0,43.0,9.5
883,15.0,44.0,9.5
884,15.0,45.0,9.5
885,15.0,46.0,9.5
886,15.0,47.0,9.5
887,15.0,48.0,9.5
888,15.0,49.0,9.5
889,15.0,50.0,9.5
890,15.0,51.0,9.5
891,15.0,52.0,9.5
892,15.0,53.0,9.5
893,15.0,54.0,9.5
894,15.0,55.0,9.5
895,15.0,56.0,9.5
896,15.0,57.0,9.5
897,15.0,58.0,9.5
898,15.0,59.0,9.5
899,15.0,60.0,9.5
900,16.0,1.0,9.5
901,16.0,2.0,9.5
902,16.0,3.0,9.5
903,16.0,4.0,9.5
904,16.0,5.0,9.5
905,16.0,6.0,9.5
906,16.0,7.0,9.5
907,16.0,8.0,9.5
908,16.0,9.0,9.5
909,16.0,10.0,9.5
910,16.0,11.0,9.5
911,16.0,12.0,9.5
912,16.0,13.0,9.5
913,16.0,14.0,9.5
914,16.0,15.0,9.5
915,16.0,16.0,10.415792475687722
916,16.0,17.0,10.457257070808447
917,16.0,18.0,10.432852584599587
918,16.0,19.0,10.503258630034818
919,16.0,20.0,10.486438469961467
920,16.0,21.0,10.46476503187364
921,16.0,22.0,10.456711527718735
922,16.0,23.0,10.466896138710247
923,16.0,24.0,10.503268423620597
924,16.0,25.0,10.503230236323834
925,16.0,26.0,10.460671815280136
926,16.0,27.0,9.5
927,16.0,28.0,9.5
928,16.0,29.0,9.5
929,16.0,30.0,9.5
930,16.0,31.0,9.5
931,16.0,32.0,9.5
932,16.0,33.0,9.5
933,16.0,34.0,9.5
934,16.0,35.0,9.5
935,16.0,36.0,9.5
936,16.0,37.0,9.5
937,16.0,38.0,9.5
938,16.0,39.0,9.5
939,16.0,40.0,9.5
940,16.0,41.0,9.5
941,16.0,42.0,9.5
942,16.0,43.0,9.5
943,16.0,44.0,9.5
944,16.0,45.0,9.5
945,16.0,46.0,9.5
946,16.0,47.0,9.5
